categoryId,name,uri,product_id
1121,Tecno,tecno,99776
1601,Điện thoại pin trâu,dien-thoai-pin-trau,99776
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,99776
1879,Tecno Camon,camon,99776
2,Root,default-category,99776
3,Điện thoại,mobile,99776
1121,Tecno,tecno,99776
1601,Điện thoại pin trâu,dien-thoai-pin-trau,99776
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,99776
1879,Tecno Camon,camon,99776
3,Điện thoại,mobile,82067
340,Xiaomi,xiaomi,82067
1131,Điện thoại gaming,dien-thoai-gaming,82067
1601,Điện thoại pin trâu,dien-thoai-pin-trau,82067
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,82067
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,82067
2240,Chuẩn NFC,nfc,82067
1017,Redmi,redmi,82067
1868,Note 13 series,note-13-series,82067
3,Điện thoại,mobile,82067
340,Xiaomi,xiaomi,82067
1131,Điện thoại gaming,dien-thoai-gaming,82067
1601,Điện thoại pin trâu,dien-thoai-pin-trau,82067
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,82067
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,82067
2240,Chuẩn NFC,nfc,82067
1017,Redmi,redmi,82067
1868,Note 13 series,note-13-series,82067
2,Root,default-category,67378
3,Điện thoại,mobile,67378
340,Xiaomi,xiaomi,67378
1131,Điện thoại gaming,dien-thoai-gaming,67378
1601,Điện thoại pin trâu,dien-thoai-pin-trau,67378
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,67378
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,67378
2240,Chuẩn NFC,nfc,67378
1017,Redmi,redmi,67378
1868,Note 13 series,note-13-series,67378
2,Root,default-category,67378
3,Điện thoại,mobile,67378
340,Xiaomi,xiaomi,67378
1131,Điện thoại gaming,dien-thoai-gaming,67378
1601,Điện thoại pin trâu,dien-thoai-pin-trau,67378
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,67378
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,67378
2240,Chuẩn NFC,nfc,67378
1017,Redmi,redmi,67378
1868,Note 13 series,note-13-series,67378
3,Điện thoại,mobile,82060
340,Xiaomi,xiaomi,82060
1131,Điện thoại gaming,dien-thoai-gaming,82060
1601,Điện thoại pin trâu,dien-thoai-pin-trau,82060
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,82060
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,82060
2240,Chuẩn NFC,nfc,82060
1017,Redmi,redmi,82060
1868,Note 13 series,note-13-series,82060
3,Điện thoại,mobile,82060
340,Xiaomi,xiaomi,82060
1131,Điện thoại gaming,dien-thoai-gaming,82060
1601,Điện thoại pin trâu,dien-thoai-pin-trau,82060
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,82060
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,82060
2240,Chuẩn NFC,nfc,82060
1017,Redmi,redmi,82060
1868,Note 13 series,note-13-series,82060
2,Root,default-category,95960
3,Điện thoại,mobile,95960
133,OPPO,oppo,95960
1131,Điện thoại gaming,dien-thoai-gaming,95960
1601,Điện thoại pin trâu,dien-thoai-pin-trau,95960
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,95960
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,95960
2221,Điện thoại AI,ai,95960
2240,Chuẩn NFC,nfc,95960
1111,Reno Series,reno-series,95960
2,Root,default-category,95960
3,Điện thoại,mobile,95960
133,OPPO,oppo,95960
1131,Điện thoại gaming,dien-thoai-gaming,95960
1601,Điện thoại pin trâu,dien-thoai-pin-trau,95960
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,95960
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,95960
2221,Điện thoại AI,ai,95960
2240,Chuẩn NFC,nfc,95960
1111,Reno Series,reno-series,95960
2,Root,default-category,93649
3,Điện thoại,mobile,93649
35,Samsung,samsung,93649
1131,Điện thoại gaming,dien-thoai-gaming,93649
1601,Điện thoại pin trâu,dien-thoai-pin-trau,93649
2240,Chuẩn NFC,nfc,93649
478,Galaxy A,galaxy-a,93649
2,Root,default-category,93649
3,Điện thoại,mobile,93649
35,Samsung,samsung,93649
1131,Điện thoại gaming,dien-thoai-gaming,93649
1601,Điện thoại pin trâu,dien-thoai-pin-trau,93649
2240,Chuẩn NFC,nfc,93649
478,Galaxy A,galaxy-a,93649
3,Điện thoại,mobile,72332
1121,Tecno,tecno,72332
1131,Điện thoại gaming,dien-thoai-gaming,72332
1601,Điện thoại pin trâu,dien-thoai-pin-trau,72332
2240,Chuẩn NFC,nfc,72332
1877,Tecno Pova,pova,72332
3,Điện thoại,mobile,72332
1121,Tecno,tecno,72332
1131,Điện thoại gaming,dien-thoai-gaming,72332
1601,Điện thoại pin trâu,dien-thoai-pin-trau,72332
2240,Chuẩn NFC,nfc,72332
1877,Tecno Pova,pova,72332
2,Root,default-category,62717
3,Điện thoại,mobile,62717
133,OPPO,oppo,62717
1131,Điện thoại gaming,dien-thoai-gaming,62717
1601,Điện thoại pin trâu,dien-thoai-pin-trau,62717
1016,A Series,a-series,62717
2,Root,default-category,62717
3,Điện thoại,mobile,62717
133,OPPO,oppo,62717
1131,Điện thoại gaming,dien-thoai-gaming,62717
1601,Điện thoại pin trâu,dien-thoai-pin-trau,62717
1016,A Series,a-series,62717
3,Điện thoại,mobile,83012
133,OPPO,oppo,83012
1131,Điện thoại gaming,dien-thoai-gaming,83012
1601,Điện thoại pin trâu,dien-thoai-pin-trau,83012
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,83012
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,83012
2221,Điện thoại AI,ai,83012
2240,Chuẩn NFC,nfc,83012
1111,Reno Series,reno-series,83012
3,Điện thoại,mobile,83012
133,OPPO,oppo,83012
1131,Điện thoại gaming,dien-thoai-gaming,83012
1601,Điện thoại pin trâu,dien-thoai-pin-trau,83012
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,83012
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,83012
2221,Điện thoại AI,ai,83012
2240,Chuẩn NFC,nfc,83012
1111,Reno Series,reno-series,83012
2,Root,default-category,72748
3,Điện thoại,mobile,72748
35,Samsung,samsung,72748
1131,Điện thoại gaming,dien-thoai-gaming,72748
1601,Điện thoại pin trâu,dien-thoai-pin-trau,72748
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,72748
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,72748
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,72748
2221,Điện thoại AI,ai,72748
2240,Chuẩn NFC,nfc,72748
475,Galaxy S,galaxy-s,72748
1833,Galaxy S24 Series,s24-series,72748
3,Điện thoại,mobile,72211
133,OPPO,oppo,72211
1131,Điện thoại gaming,dien-thoai-gaming,72211
1601,Điện thoại pin trâu,dien-thoai-pin-trau,72211
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,72211
2240,Chuẩn NFC,nfc,72211
1016,A Series,a-series,72211
2,Root,default-category,72748
3,Điện thoại,mobile,72748
35,Samsung,samsung,72748
1131,Điện thoại gaming,dien-thoai-gaming,72748
1601,Điện thoại pin trâu,dien-thoai-pin-trau,72748
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,72748
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,72748
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,72748
2221,Điện thoại AI,ai,72748
2240,Chuẩn NFC,nfc,72748
475,Galaxy S,galaxy-s,72748
1833,Galaxy S24 Series,s24-series,72748
2,Root,default-category,59734
3,Điện thoại,mobile,59734
133,OPPO,oppo,59734
1131,Điện thoại gaming,dien-thoai-gaming,59734
1601,Điện thoại pin trâu,dien-thoai-pin-trau,59734
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,59734
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,59734
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,59734
2240,Chuẩn NFC,nfc,59734
1110,Find Series,find-x-series,59734
3,Điện thoại,mobile,72211
133,OPPO,oppo,72211
1131,Điện thoại gaming,dien-thoai-gaming,72211
1601,Điện thoại pin trâu,dien-thoai-pin-trau,72211
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,72211
2240,Chuẩn NFC,nfc,72211
1016,A Series,a-series,72211
2,Root,default-category,59734
3,Điện thoại,mobile,59734
133,OPPO,oppo,59734
1131,Điện thoại gaming,dien-thoai-gaming,59734
1601,Điện thoại pin trâu,dien-thoai-pin-trau,59734
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,59734
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,59734
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,59734
2240,Chuẩn NFC,nfc,59734
1110,Find Series,find-x-series,59734
2,Root,default-category,99862
3,Điện thoại,mobile,99862
1121,Tecno,tecno,99862
1601,Điện thoại pin trâu,dien-thoai-pin-trau,99862
1879,Tecno Camon,camon,99862
2,Root,default-category,99862
3,Điện thoại,mobile,99862
1121,Tecno,tecno,99862
1601,Điện thoại pin trâu,dien-thoai-pin-trau,99862
1879,Tecno Camon,camon,99862
2,Root,default-category,64832
3,Điện thoại,mobile,64832
925,Nubia,nubia,64832
1601,Điện thoại pin trâu,dien-thoai-pin-trau,64832
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,64832
3,Điện thoại,mobile,42337
133,OPPO,oppo,42337
1131,Điện thoại gaming,dien-thoai-gaming,42337
1601,Điện thoại pin trâu,dien-thoai-pin-trau,42337
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,42337
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,42337
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,42337
2221,Điện thoại AI,ai,42337
2240,Chuẩn NFC,nfc,42337
1110,Find Series,find-x-series,42337
2,Root,default-category,64832
3,Điện thoại,mobile,64832
925,Nubia,nubia,64832
1601,Điện thoại pin trâu,dien-thoai-pin-trau,64832
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,64832
2,Root,default-category,83931
3,Điện thoại,mobile,83931
133,OPPO,oppo,83931
1131,Điện thoại gaming,dien-thoai-gaming,83931
1601,Điện thoại pin trâu,dien-thoai-pin-trau,83931
1016,A Series,a-series,83931
3,Điện thoại,mobile,42337
133,OPPO,oppo,42337
1131,Điện thoại gaming,dien-thoai-gaming,42337
1601,Điện thoại pin trâu,dien-thoai-pin-trau,42337
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,42337
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,42337
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,42337
2221,Điện thoại AI,ai,42337
2240,Chuẩn NFC,nfc,42337
1110,Find Series,find-x-series,42337
2,Root,default-category,87123
3,Điện thoại,mobile,87123
133,OPPO,oppo,87123
1131,Điện thoại gaming,dien-thoai-gaming,87123
1601,Điện thoại pin trâu,dien-thoai-pin-trau,87123
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,87123
1016,A Series,a-series,87123
2,Root,default-category,83931
3,Điện thoại,mobile,83931
133,OPPO,oppo,83931
1131,Điện thoại gaming,dien-thoai-gaming,83931
1601,Điện thoại pin trâu,dien-thoai-pin-trau,83931
1016,A Series,a-series,83931
3,Điện thoại,mobile,88446
1131,Điện thoại gaming,dien-thoai-gaming,88446
1601,Điện thoại pin trâu,dien-thoai-pin-trau,88446
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,88446
1709,Itel,itel,88446
2240,Chuẩn NFC,nfc,88446
2,Root,default-category,87123
3,Điện thoại,mobile,87123
133,OPPO,oppo,87123
1131,Điện thoại gaming,dien-thoai-gaming,87123
1601,Điện thoại pin trâu,dien-thoai-pin-trau,87123
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,87123
1016,A Series,a-series,87123
2,Root,default-category,85820
3,Điện thoại,mobile,85820
133,OPPO,oppo,85820
1131,Điện thoại gaming,dien-thoai-gaming,85820
1601,Điện thoại pin trâu,dien-thoai-pin-trau,85820
1016,A Series,a-series,85820
3,Điện thoại,mobile,88446
1131,Điện thoại gaming,dien-thoai-gaming,88446
1601,Điện thoại pin trâu,dien-thoai-pin-trau,88446
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,88446
1709,Itel,itel,88446
2240,Chuẩn NFC,nfc,88446
3,Điện thoại,mobile,93387
1864,Điện thoại Meizu,meizu,93387
2,Root,default-category,85820
3,Điện thoại,mobile,85820
133,OPPO,oppo,85820
1131,Điện thoại gaming,dien-thoai-gaming,85820
1601,Điện thoại pin trâu,dien-thoai-pin-trau,85820
1016,A Series,a-series,85820
2,Root,default-category,59736
3,Điện thoại,mobile,59736
133,OPPO,oppo,59736
1131,Điện thoại gaming,dien-thoai-gaming,59736
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,59736
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,59736
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,59736
2240,Chuẩn NFC,nfc,59736
1110,Find Series,find-x-series,59736
3,Điện thoại,mobile,93387
1864,Điện thoại Meizu,meizu,93387
2,Root,default-category,90682
3,Điện thoại,mobile,90682
606,realme,realme,90682
1131,Điện thoại gaming,dien-thoai-gaming,90682
1601,Điện thoại pin trâu,dien-thoai-pin-trau,90682
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,90682
2240,Chuẩn NFC,nfc,90682
2,Root,default-category,59736
3,Điện thoại,mobile,59736
133,OPPO,oppo,59736
1131,Điện thoại gaming,dien-thoai-gaming,59736
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,59736
1603,Điện thoại cấu hình cao,dien-thoai-cau-hinh-cao,59736
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,59736
2240,Chuẩn NFC,nfc,59736
1110,Find Series,find-x-series,59736
2,Root,default-category,77301
3,Điện thoại,mobile,77301
1601,Điện thoại pin trâu,dien-thoai-pin-trau,77301
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,77301
1675,Infinix,infinix,77301
2,Root,default-category,90682
3,Điện thoại,mobile,90682
606,realme,realme,90682
1131,Điện thoại gaming,dien-thoai-gaming,90682
1601,Điện thoại pin trâu,dien-thoai-pin-trau,90682
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,90682
2240,Chuẩn NFC,nfc,90682
2,Root,default-category,77301
3,Điện thoại,mobile,77301
1601,Điện thoại pin trâu,dien-thoai-pin-trau,77301
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,77301
1675,Infinix,infinix,77301
3,Điện thoại,mobile,96530
1601,Điện thoại pin trâu,dien-thoai-pin-trau,96530
1709,Itel,itel,96530
2,Root,default-category,75812
3,Điện thoại,mobile,75812
1131,Điện thoại gaming,dien-thoai-gaming,75812
1601,Điện thoại pin trâu,dien-thoai-pin-trau,75812
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,75812
1675,Infinix,infinix,75812
2240,Chuẩn NFC,nfc,75812
3,Điện thoại,mobile,96530
1601,Điện thoại pin trâu,dien-thoai-pin-trau,96530
1709,Itel,itel,96530
2,Root,default-category,75812
3,Điện thoại,mobile,75812
1131,Điện thoại gaming,dien-thoai-gaming,75812
1601,Điện thoại pin trâu,dien-thoai-pin-trau,75812
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,75812
1675,Infinix,infinix,75812
2240,Chuẩn NFC,nfc,75812
3,Điện thoại,mobile,92990
215,vivo,vivo,92990
1601,Điện thoại pin trâu,dien-thoai-pin-trau,92990
1018,Y Series,y-series,92990
3,Điện thoại,mobile,88715
98,Nokia,nokia,88715
696,Điện thoại phổ thông,dien-thoai-pho-thong,88715
3,Điện thoại,mobile,92990
215,vivo,vivo,92990
1601,Điện thoại pin trâu,dien-thoai-pin-trau,92990
1018,Y Series,y-series,92990
3,Điện thoại,mobile,79220
215,vivo,vivo,79220
1131,Điện thoại gaming,dien-thoai-gaming,79220
1601,Điện thoại pin trâu,dien-thoai-pin-trau,79220
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,79220
2240,Chuẩn NFC,nfc,79220
3,Điện thoại,mobile,88715
98,Nokia,nokia,88715
696,Điện thoại phổ thông,dien-thoai-pho-thong,88715
2,Root,default-category,64928
3,Điện thoại,mobile,64928
1121,Tecno,tecno,64928
1131,Điện thoại gaming,dien-thoai-gaming,64928
1601,Điện thoại pin trâu,dien-thoai-pin-trau,64928
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,64928
2240,Chuẩn NFC,nfc,64928
1877,Tecno Pova,pova,64928
3,Điện thoại,mobile,82915
98,Nokia,nokia,82915
696,Điện thoại phổ thông,dien-thoai-pho-thong,82915
3,Điện thoại,mobile,79220
215,vivo,vivo,79220
1131,Điện thoại gaming,dien-thoai-gaming,79220
1601,Điện thoại pin trâu,dien-thoai-pin-trau,79220
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,79220
2240,Chuẩn NFC,nfc,79220
3,Điện thoại,mobile,78051
696,Điện thoại phổ thông,dien-thoai-pho-thong,78051
1720,Masstel,masstel,78051
2,Root,default-category,64928
3,Điện thoại,mobile,64928
1121,Tecno,tecno,64928
1131,Điện thoại gaming,dien-thoai-gaming,64928
1601,Điện thoại pin trâu,dien-thoai-pin-trau,64928
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,64928
2240,Chuẩn NFC,nfc,64928
1877,Tecno Pova,pova,64928
2,Root,default-category,65137
3,Điện thoại,mobile,65137
98,Nokia,nokia,65137
3,Điện thoại,mobile,82915
98,Nokia,nokia,82915
696,Điện thoại phổ thông,dien-thoai-pho-thong,82915
3,Điện thoại,mobile,97391
1131,Điện thoại gaming,dien-thoai-gaming,97391
1601,Điện thoại pin trâu,dien-thoai-pin-trau,97391
1709,Itel,itel,97391
2240,Chuẩn NFC,nfc,97391
3,Điện thoại,mobile,78051
696,Điện thoại phổ thông,dien-thoai-pho-thong,78051
1720,Masstel,masstel,78051
2,Root,default-category,65137
3,Điện thoại,mobile,65137
98,Nokia,nokia,65137
3,Điện thoại,mobile,18071
98,Nokia,nokia,18071
2,Root,default-category,90306
3,Điện thoại,mobile,90306
696,Điện thoại phổ thông,dien-thoai-pho-thong,90306
1720,Masstel,masstel,90306
3,Điện thoại,mobile,97391
1131,Điện thoại gaming,dien-thoai-gaming,97391
1601,Điện thoại pin trâu,dien-thoai-pin-trau,97391
1709,Itel,itel,97391
2240,Chuẩn NFC,nfc,97391
3,Điện thoại,mobile,98130
1131,Điện thoại gaming,dien-thoai-gaming,98130
1601,Điện thoại pin trâu,dien-thoai-pin-trau,98130
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,98130
1709,Itel,itel,98130
2240,Chuẩn NFC,nfc,98130
3,Điện thoại,mobile,18071
98,Nokia,nokia,18071
2,Root,default-category,64834
3,Điện thoại,mobile,64834
133,OPPO,oppo,64834
1131,Điện thoại gaming,dien-thoai-gaming,64834
1601,Điện thoại pin trâu,dien-thoai-pin-trau,64834
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,64834
2240,Chuẩn NFC,nfc,64834
1111,Reno Series,reno-series,64834
2,Root,default-category,90306
3,Điện thoại,mobile,90306
696,Điện thoại phổ thông,dien-thoai-pho-thong,90306
1720,Masstel,masstel,90306
2,Root,default-category,65136
3,Điện thoại,mobile,65136
98,Nokia,nokia,65136
3,Điện thoại,mobile,98130
1131,Điện thoại gaming,dien-thoai-gaming,98130
1601,Điện thoại pin trâu,dien-thoai-pin-trau,98130
1602,Điện thoại dung lượng lớn,dien-thoai-dung-luong-lon,98130
1709,Itel,itel,98130
2240,Chuẩn NFC,nfc,98130
3,Điện thoại,mobile,86449
1601,Điện thoại pin trâu,dien-thoai-pin-trau,86449
1797,ZTE,zte,86449
2,Root,default-category,64834
3,Điện thoại,mobile,64834
133,OPPO,oppo,64834
1131,Điện thoại gaming,dien-thoai-gaming,64834
1601,Điện thoại pin trâu,dien-thoai-pin-trau,64834
1605,Điện thoại chụp ảnh/quay phim đẹp,dien-thoai-chup-anh-quay-phim,64834
2240,Chuẩn NFC,nfc,64834
1111,Reno Series,reno-series,64834
2,Root,default-category,65136
3,Điện thoại,mobile,65136
98,Nokia,nokia,65136
3,Điện thoại,mobile,90677
1709,Itel,itel,90677
3,Điện thoại,mobile,86449
1601,Điện thoại pin trâu,dien-thoai-pin-trau,86449
1797,ZTE,zte,86449
2,Root,default-category,88631
3,Điện thoại,mobile,88631
696,Điện thoại phổ thông,dien-thoai-pho-thong,88631
1720,Masstel,masstel,88631
